Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:162898] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612558629.381319] [lassen801:162898:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:162898] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:162898] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.025, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.8068759989956474e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.3546 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=1052 | t_sim.max=0.000263 | t_step.max=1.0954 | min_pressure=48.8043 | max_pressure=480.616 | min_temperature=177.823 | max_temperature=459.271 | memory_usage.max=2551.31
step.max=1053 | t_sim.max=0.00026325 | t_step.max=1.09735 | min_pressure=80.8426 | max_pressure=480.61 | min_temperature=242.901 | max_temperature=459.269 | memory_usage.max=2551.31
step.max=1054 | t_sim.max=0.0002635 | t_step.max=1.09587 | min_pressure=77.3421 | max_pressure=480.605 | min_temperature=266.999 | max_temperature=459.268 | memory_usage.max=2551.31
step.max=1055 | t_sim.max=0.00026375 | t_step.max=1.09651 | min_pressure=60.4833 | max_pressure=480.599 | min_temperature=229.605 | max_temperature=459.267 | memory_usage.max=2555.12
step.max=1056 | t_sim.max=0.000264 | t_step.max=1.09608 | min_pressure=42.5753 | max_pressure=480.594 | min_temperature=176.501 | max_temperature=459.266 | memory_usage.max=2555.12
step.max=1057 | t_sim.max=0.00026425 | t_step.max=1.09654 | min_pressure=29.1667 | max_pressure=480.588 | min_temperature=127.129 | max_temperature=459.265 | memory_usage.max=2559
step.max=1058 | t_sim.max=0.0002645 | t_step.max=1.09579 | min_pressure=26.5161 | max_pressure=480.582 | min_temperature=113.641 | max_temperature=459.263 | memory_usage.max=2559
step.max=1059 | t_sim.max=0.00026475 | t_step.max=1.09741 | min_pressure=38.4912 | max_pressure=480.577 | min_temperature=149.893 | max_temperature=459.262 | memory_usage.max=2559
step.max=1060 | t_sim.max=0.000265 | t_step.max=1.09648 | min_pressure=64.7139 | max_pressure=480.571 | min_temperature=214.771 | max_temperature=459.261 | memory_usage.max=2563.69
step.max=1061 | t_sim.max=0.00026525 | t_step.max=1.09631 | min_pressure=83.7721 | max_pressure=480.566 | min_temperature=275.754 | max_temperature=459.26 | memory_usage.max=2563.69
step.max=1062 | t_sim.max=0.0002655 | t_step.max=1.09666 | min_pressure=68.5267 | max_pressure=480.56 | min_temperature=248.959 | max_temperature=459.259 | memory_usage.max=2566.31
step.max=1063 | t_sim.max=0.00026575 | t_step.max=1.09618 | min_pressure=50.5423 | max_pressure=480.555 | min_temperature=201.859 | max_temperature=459.258 | memory_usage.max=2566.31
step.max=1064 | t_sim.max=0.000266 | t_step.max=1.09665 | min_pressure=34.2836 | max_pressure=480.549 | min_temperature=147.064 | max_temperature=459.256 | memory_usage.max=2566.31
step.max=1065 | t_sim.max=0.00026625 | t_step.max=1.09608 | min_pressure=26.0383 | max_pressure=480.544 | min_temperature=113.552 | max_temperature=459.255 | memory_usage.max=2566.31
step.max=1066 | t_sim.max=0.0002665 | t_step.max=1.09605 | min_pressure=31.1492 | max_pressure=480.538 | min_temperature=127.915 | max_temperature=459.254 | memory_usage.max=2569.88
step.max=1067 | t_sim.max=0.00026675 | t_step.max=1.09537 | min_pressure=51.1644 | max_pressure=480.532 | min_temperature=183.748 | max_temperature=459.253 | memory_usage.max=2569.88
step.max=1068 | t_sim.max=0.000267 | t_step.max=1.09559 | min_pressure=84.1134 | max_pressure=480.527 | min_temperature=248.284 | max_temperature=459.252 | memory_usage.max=2569.88
step.max=1069 | t_sim.max=0.00026725 | t_step.max=1.09531 | min_pressure=75.9673 | max_pressure=480.521 | min_temperature=264.401 | max_temperature=459.25 | memory_usage.max=2574
step.max=1070 | t_sim.max=0.0002675 | t_step.max=1.09628 | min_pressure=58.8501 | max_pressure=480.516 | min_temperature=225.339 | max_temperature=459.249 | memory_usage.max=2574
step.max=1071 | t_sim.max=0.00026775 | t_step.max=1.09554 | min_pressure=41.0882 | max_pressure=480.51 | min_temperature=171.456 | max_temperature=459.248 | memory_usage.max=2577.94
step.max=1072 | t_sim.max=0.000268 | t_step.max=1.09585 | min_pressure=28.4008 | max_pressure=480.505 | min_temperature=123.988 | max_temperature=459.247 | memory_usage.max=2577.94
step.max=1073 | t_sim.max=0.00026825 | t_step.max=1.09595 | min_pressure=26.9636 | max_pressure=480.499 | min_temperature=114.939 | max_temperature=459.246 | memory_usage.max=2577.94
step.max=1074 | t_sim.max=0.0002685 | t_step.max=1.09614 | min_pressure=40.2916 | max_pressure=480.494 | min_temperature=155.015 | max_temperature=459.244 | memory_usage.max=2582
step.max=1075 | t_sim.max=0.00026875 | t_step.max=1.09538 | min_pressure=67.7166 | max_pressure=480.488 | min_temperature=221.054 | max_temperature=459.243 | memory_usage.max=2582
step.max=1076 | t_sim.max=0.000269 | t_step.max=1.09577 | min_pressure=82.5797 | max_pressure=480.483 | min_temperature=276.179 | max_temperature=459.242 | memory_usage.max=2582
step.max=1077 | t_sim.max=0.00026925 | t_step.max=1.09616 | min_pressure=66.9782 | max_pressure=480.477 | min_temperature=245.45 | max_temperature=459.241 | memory_usage.max=2586.12
step.max=1078 | t_sim.max=0.0002695 | t_step.max=1.09625 | min_pressure=48.9217 | max_pressure=480.471 | min_temperature=196.929 | max_temperature=459.24 | memory_usage.max=2586.12
step.max=1079 | t_sim.max=0.00026975 | t_step.max=1.09633 | min_pressure=33.1138 | max_pressure=480.466 | min_temperature=142.644 | max_temperature=459.238 | memory_usage.max=2590.25
step.max=1080 | t_sim.max=0.00027 | t_step.max=1.09667 | min_pressure=25.8878 | max_pressure=480.46 | min_temperature=112.663 | max_temperature=459.237 | memory_usage.max=2590.25
step.max=1081 | t_sim.max=0.00027025 | t_step.max=1.09643 | min_pressure=32.3438 | max_pressure=480.455 | min_temperature=131.598 | max_temperature=459.236 | memory_usage.max=2590.25
step.max=1082 | t_sim.max=0.0002705 | t_step.max=1.09651 | min_pressure=53.6312 | max_pressure=480.449 | min_temperature=189.765 | max_temperature=459.235 | memory_usage.max=2594.38
step.max=1083 | t_sim.max=0.00027075 | t_step.max=1.09611 | min_pressure=87.37 | max_pressure=480.444 | min_temperature=253.802 | max_temperature=459.234 | memory_usage.max=2594.38
step.max=1084 | t_sim.max=0.000271 | t_step.max=1.1114 | min_pressure=74.5568 | max_pressure=480.438 | min_temperature=261.656 | max_temperature=459.233 | memory_usage.max=2594.38
step.max=1085 | t_sim.max=0.00027125 | t_step.max=1.09605 | min_pressure=57.2027 | max_pressure=480.433 | min_temperature=220.923 | max_temperature=459.231 | memory_usage.max=2598.69
step.max=1086 | t_sim.max=0.0002715 | t_step.max=1.09627 | min_pressure=39.6321 | max_pressure=480.427 | min_temperature=166.422 | max_temperature=459.23 | memory_usage.max=2598.69
step.max=1087 | t_sim.max=0.00027175 | t_step.max=1.09589 | min_pressure=27.7189 | max_pressure=480.422 | min_temperature=121.141 | max_temperature=459.229 | memory_usage.max=2601.5
step.max=1088 | t_sim.max=0.000272 | t_step.max=1.09594 | min_pressure=27.5286 | max_pressure=480.416 | min_temperature=116.645 | max_temperature=459.228 | memory_usage.max=2601.5
step.max=1089 | t_sim.max=0.00027225 | t_step.max=1.09587 | min_pressure=42.2067 | max_pressure=480.411 | min_temperature=160.346 | max_temperature=459.227 | memory_usage.max=2605.19
step.max=1090 | t_sim.max=0.0002725 | t_step.max=1.09555 | min_pressure=70.8129 | max_pressure=480.405 | min_temperature=226.672 | max_temperature=459.225 | memory_usage.max=2605.19
step.max=1091 | t_sim.max=0.00027275 | t_step.max=1.09567 | min_pressure=81.3466 | max_pressure=480.4 | min_temperature=274.122 | max_temperature=459.224 | memory_usage.max=2605.19
step.max=1092 | t_sim.max=0.000273 | t_step.max=1.09761 | min_pressure=65.4031 | max_pressure=480.394 | min_temperature=241.773 | max_temperature=459.223 | memory_usage.max=2609.31
step.max=1093 | t_sim.max=0.00027325 | t_step.max=1.09651 | min_pressure=47.3142 | max_pressure=480.389 | min_temperature=191.925 | max_temperature=459.222 | memory_usage.max=2611.19
step.max=1094 | t_sim.max=0.0002735 | t_step.max=1.09694 | min_pressure=32.0126 | max_pressure=480.383 | min_temperature=138.415 | max_temperature=459.221 | memory_usage.max=2611.19
step.max=1095 | t_sim.max=0.00027375 | t_step.max=1.09622 | min_pressure=25.8524 | max_pressure=480.378 | min_temperature=112.203 | max_temperature=459.22 | memory_usage.max=2613.94
step.max=1096 | t_sim.max=0.000274 | t_step.max=1.09681 | min_pressure=33.6655 | max_pressure=480.372 | min_temperature=135.628 | max_temperature=459.218 | memory_usage.max=2613.94
step.max=1097 | t_sim.max=0.00027425 | t_step.max=1.10346 | min_pressure=56.2073 | max_pressure=480.367 | min_temperature=195.867 | max_temperature=459.217 | memory_usage.max=2618.06
step.max=1098 | t_sim.max=0.0002745 | t_step.max=1.09687 | min_pressure=87.2077 | max_pressure=480.361 | min_temperature=259.29 | max_temperature=459.216 | memory_usage.max=2620.12
step.max=1099 | t_sim.max=0.00027475 | t_step.max=1.09707 | min_pressure=73.1102 | max_pressure=480.356 | min_temperature=258.752 | max_temperature=459.215 | memory_usage.max=2621.62
step.max=1100 | t_sim.max=0.000275 | t_step.max=1.21488 | min_pressure=55.5481 | max_pressure=480.35 | min_temperature=216.368 | max_temperature=459.214 | memory_usage.max=2621.62
step.max=1101 | t_sim.max=0.00027525 | t_step.max=1.09546 | min_pressure=38.2201 | max_pressure=480.345 | min_temperature=161.446 | max_temperature=459.212 | memory_usage.max=2629.62
step.max=1102 | t_sim.max=0.0002755 | t_step.max=1.09833 | min_pressure=27.1351 | max_pressure=480.339 | min_temperature=118.645 | max_temperature=459.211 | memory_usage.max=2629.62
step.max=1103 | t_sim.max=0.00027575 | t_step.max=1.09568 | min_pressure=28.2219 | max_pressure=480.334 | min_temperature=118.784 | max_temperature=459.21 | memory_usage.max=2631.19
step.max=1104 | t_sim.max=0.000276 | t_step.max=1.09591 | min_pressure=44.2425 | max_pressure=480.328 | min_temperature=165.883 | max_temperature=459.209 | memory_usage.max=2631.19
step.max=1105 | t_sim.max=0.00027625 | t_step.max=1.09572 | min_pressure=74.0042 | max_pressure=480.323 | min_temperature=231.953 | max_temperature=459.208 | memory_usage.max=2631.19
step.max=1106 | t_sim.max=0.0002765 | t_step.max=1.09596 | min_pressure=80.0709 | max_pressure=480.317 | min_temperature=271.927 | max_temperature=459.207 | memory_usage.max=2634.44
step.max=1107 | t_sim.max=0.00027675 | t_step.max=1.09837 | min_pressure=63.8033 | max_pressure=480.312 | min_temperature=237.93 | max_temperature=459.205 | memory_usage.max=2634.44
step.max=1108 | t_sim.max=0.000277 | t_step.max=1.09676 | min_pressure=45.7253 | max_pressure=480.306 | min_temperature=186.865 | max_temperature=459.204 | memory_usage.max=2638.31
step.max=1109 | t_sim.max=0.00027725 | t_step.max=1.09686 | min_pressure=30.9862 | max_pressure=480.301 | min_temperature=134.41 | max_temperature=459.203 | memory_usage.max=2638.38
step.max=1110 | t_sim.max=0.0002775 | t_step.max=1.09654 | min_pressure=25.9366 | max_pressure=480.295 | min_temperature=112.185 | max_temperature=459.202 | memory_usage.max=2638.38
step.max=1111 | t_sim.max=0.00027775 | t_step.max=1.09631 | min_pressure=35.1153 | max_pressure=480.29 | min_temperature=139.989 | max_temperature=459.201 | memory_usage.max=2642
step.max=1112 | t_sim.max=0.000278 | t_step.max=1.09626 | min_pressure=58.8919 | max_pressure=480.284 | min_temperature=202.033 | max_temperature=459.2 | memory_usage.max=2642
step.max=1113 | t_sim.max=0.00027825 | t_step.max=1.09638 | min_pressure=86.1189 | max_pressure=480.279 | min_temperature=264.727 | max_temperature=459.198 | memory_usage.max=2642
step.max=1114 | t_sim.max=0.0002785 | t_step.max=1.09706 | min_pressure=71.6315 | max_pressure=480.273 | min_temperature=255.69 | max_temperature=459.197 | memory_usage.max=2642
step.max=1115 | t_sim.max=0.00027875 | t_step.max=1.09687 | min_pressure=53.8927 | max_pressure=480.268 | min_temperature=211.691 | max_temperature=459.196 | memory_usage.max=2645.5
step.max=1116 | t_sim.max=0.000279 | t_step.max=1.09579 | min_pressure=36.8594 | max_pressure=480.262 | min_temperature=156.561 | max_temperature=459.195 | memory_usage.max=2645.5
step.max=1117 | t_sim.max=0.00027925 | t_step.max=1.0967 | min_pressure=26.6555 | max_pressure=480.257 | min_temperature=116.528 | max_temperature=459.194 | memory_usage.max=2649.62
step.max=1118 | t_sim.max=0.0002795 | t_step.max=1.09655 | min_pressure=29.0458 | max_pressure=480.251 | min_temperature=121.351 | max_temperature=459.192 | memory_usage.max=2649.62
step.max=1119 | t_sim.max=0.00027975 | t_step.max=1.09557 | min_pressure=46.3982 | max_pressure=480.246 | min_temperature=171.602 | max_temperature=459.191 | memory_usage.max=2649.62
step.max=1120 | t_sim.max=0.00028 | t_step.max=1.09527 | min_pressure=77.2881 | max_pressure=480.24 | min_temperature=237.257 | max_temperature=459.19 | memory_usage.max=2653.5
step.max=1121 | t_sim.max=0.00028025 | t_step.max=1.0955 | min_pressure=78.7578 | max_pressure=480.235 | min_temperature=269.593 | max_temperature=459.189 | memory_usage.max=2653.5
step.max=1122 | t_sim.max=0.0002805 | t_step.max=1.09659 | min_pressure=62.1866 | max_pressure=480.229 | min_temperature=233.934 | max_temperature=459.188 | memory_usage.max=2653.5
step.max=1123 | t_sim.max=0.00028075 | t_step.max=1.09633 | min_pressure=44.1632 | max_pressure=480.224 | min_temperature=181.78 | max_temperature=459.187 | memory_usage.max=2657.62
step.max=1124 | t_sim.max=0.000281 | t_step.max=1.09562 | min_pressure=30.042 | max_pressure=480.218 | min_temperature=130.665 | max_temperature=459.185 | memory_usage.max=2657.62
step.max=1125 | t_sim.max=0.00028125 | t_step.max=1.09549 | min_pressure=26.1443 | max_pressure=480.213 | min_temperature=112.621 | max_temperature=459.184 | memory_usage.max=2661.75
step.max=1126 | t_sim.max=0.0002815 | t_step.max=1.09608 | min_pressure=36.6928 | max_pressure=480.207 | min_temperature=144.659 | max_temperature=459.183 | memory_usage.max=2661.75
step.max=1127 | t_sim.max=0.00028175 | t_step.max=1.09693 | min_pressure=61.6831 | max_pressure=480.202 | min_temperature=208.244 | max_temperature=459.182 | memory_usage.max=2661.75
step.max=1128 | t_sim.max=0.000282 | t_step.max=1.11203 | min_pressure=84.9896 | max_pressure=480.196 | min_temperature=270.145 | max_temperature=459.181 | memory_usage.max=2665.88
step.max=1129 | t_sim.max=0.00028225 | t_step.max=1.09798 | min_pressure=70.1226 | max_pressure=480.191 | min_temperature=252.469 | max_temperature=459.18 | memory_usage.max=2667.88
step.max=1130 | t_sim.max=0.0002825 | t_step.max=1.09782 | min_pressure=52.2412 | max_pressure=480.186 | min_temperature=206.905 | max_temperature=459.178 | memory_usage.max=2668.81
step.max=1131 | t_sim.max=0.00028275 | t_step.max=1.0968 | min_pressure=35.5557 | max_pressure=480.18 | min_temperature=151.796 | max_temperature=459.177 | memory_usage.max=2668.81
step.max=1132 | t_sim.max=0.000283 | t_step.max=1.09645 | min_pressure=26.2843 | max_pressure=480.175 | min_temperature=114.812 | max_temperature=459.176 | memory_usage.max=2668.81
step.max=1133 | t_sim.max=0.00028325 | t_step.max=1.0959 | min_pressure=30.0005 | max_pressure=480.169 | min_temperature=124.332 | max_temperature=459.175 | memory_usage.max=2672.94
step.max=1134 | t_sim.max=0.0002835 | t_step.max=1.09621 | min_pressure=48.6717 | max_pressure=480.164 | min_temperature=177.477 | max_temperature=459.174 | memory_usage.max=2672.94
step.max=1135 | t_sim.max=0.00028375 | t_step.max=1.09614 | min_pressure=80.6667 | max_pressure=480.158 | min_temperature=242.617 | max_temperature=459.173 | memory_usage.max=2677
step.max=1136 | t_sim.max=0.000284 | t_step.max=1.09593 | min_pressure=77.4032 | max_pressure=480.153 | min_temperature=267.11 | max_temperature=459.171 | memory_usage.max=2677
step.max=1137 | t_sim.max=0.00028425 | t_step.max=1.09649 | min_pressure=60.5507 | max_pressure=480.147 | min_temperature=229.776 | max_temperature=459.17 | memory_usage.max=2677
step.max=1138 | t_sim.max=0.0002845 | t_step.max=1.09647 | min_pressure=42.6291 | max_pressure=480.142 | min_temperature=176.681 | max_temperature=459.169 | memory_usage.max=2681.12
step.max=1139 | t_sim.max=0.00028475 | t_step.max=1.09651 | min_pressure=29.1821 | max_pressure=480.136 | min_temperature=127.197 | max_temperature=459.168 | memory_usage.max=2681.12
step.max=1140 | t_sim.max=0.000285 | t_step.max=1.09659 | min_pressure=26.4755 | max_pressure=480.131 | min_temperature=113.503 | max_temperature=459.167 | memory_usage.max=2684.19
step.max=1141 | t_sim.max=0.00028525 | t_step.max=1.09655 | min_pressure=38.3951 | max_pressure=480.125 | min_temperature=149.607 | max_temperature=459.165 | memory_usage.max=2684.19
step.max=1142 | t_sim.max=0.0002855 | t_step.max=1.1031 | min_pressure=64.577 | max_pressure=480.12 | min_temperature=214.476 | max_temperature=459.164 | memory_usage.max=2688.31
step.max=1143 | t_sim.max=0.00028575 | t_step.max=1.09588 | min_pressure=83.8192 | max_pressure=480.115 | min_temperature=275.534 | max_temperature=459.163 | memory_usage.max=2690
step.max=1144 | t_sim.max=0.000286 | t_step.max=1.09736 | min_pressure=68.5835 | max_pressure=480.109 | min_temperature=249.083 | max_temperature=459.162 | memory_usage.max=2691.38
step.max=1145 | t_sim.max=0.00028625 | t_step.max=1.09742 | min_pressure=50.5955 | max_pressure=480.104 | min_temperature=202.017 | max_temperature=459.161 | memory_usage.max=2691.38
step.max=1146 | t_sim.max=0.0002865 | t_step.max=1.09656 | min_pressure=34.3126 | max_pressure=480.098 | min_temperature=147.174 | max_temperature=459.16 | memory_usage.max=2691.38
step.max=1147 | t_sim.max=0.00028675 | t_step.max=1.09789 | min_pressure=26.024 | max_pressure=480.093 | min_temperature=113.508 | max_temperature=459.158 | memory_usage.max=2694.88
step.max=1148 | t_sim.max=0.000287 | t_step.max=1.09619 | min_pressure=31.085 | max_pressure=480.087 | min_temperature=127.705 | max_temperature=459.157 | memory_usage.max=2696.94
step.max=1149 | t_sim.max=0.00028725 | t_step.max=1.09615 | min_pressure=51.0595 | max_pressure=480.082 | min_temperature=183.481 | max_temperature=459.156 | memory_usage.max=2696.94
step.max=1150 | t_sim.max=0.0002875 | t_step.max=1.21298 | min_pressure=84.0006 | max_pressure=480.076 | min_temperature=248.085 | max_temperature=459.155 | memory_usage.max=2699.75
step.max=1151 | t_sim.max=0.00028775 | t_step.max=1.09546 | min_pressure=76.0125 | max_pressure=480.071 | min_temperature=264.485 | max_temperature=459.154 | memory_usage.max=2708.38
step.max=1152 | t_sim.max=0.000288 | t_step.max=1.09648 | min_pressure=58.8978 | max_pressure=480.066 | min_temperature=225.463 | max_temperature=459.153 | memory_usage.max=2708.38
step.max=1153 | t_sim.max=0.00028825 | t_step.max=1.09557 | min_pressure=41.123 | max_pressure=480.06 | min_temperature=171.575 | max_temperature=459.151 | memory_usage.max=2708.88
step.max=1154 | t_sim.max=0.0002885 | t_step.max=1.09573 | min_pressure=28.4048 | max_pressure=480.055 | min_temperature=124.011 | max_temperature=459.15 | memory_usage.max=2708.88
step.max=1155 | t_sim.max=0.00028875 | t_step.max=1.09587 | min_pressure=26.9259 | max_pressure=480.049 | min_temperature=114.809 | max_temperature=459.149 | memory_usage.max=2708.88
step.max=1156 | t_sim.max=0.000289 | t_step.max=1.09612 | min_pressure=40.2153 | max_pressure=480.044 | min_temperature=154.792 | max_temperature=459.148 | memory_usage.max=2711.94
step.max=1157 | t_sim.max=0.00028925 | t_step.max=1.09596 | min_pressure=67.6126 | max_pressure=480.038 | min_temperature=220.835 | max_temperature=459.147 | memory_usage.max=2711.94
step.max=1158 | t_sim.max=0.0002895 | t_step.max=1.09552 | min_pressure=82.6136 | max_pressure=480.033 | min_temperature=276.232 | max_temperature=459.146 | memory_usage.max=2715.62
step.max=1159 | t_sim.max=0.00028975 | t_step.max=1.09659 | min_pressure=67.0174 | max_pressure=480.028 | min_temperature=245.537 | max_temperature=459.144 | memory_usage.max=2715.62
step.max=1160 | t_sim.max=0.00029 | t_step.max=1.09567 | min_pressure=48.9558 | max_pressure=480.022 | min_temperature=197.033 | max_temperature=459.143 | memory_usage.max=2715.69
step.max=1161 | t_sim.max=0.00029025 | t_step.max=1.09612 | min_pressure=33.1279 | max_pressure=480.017 | min_temperature=142.699 | max_temperature=459.142 | memory_usage.max=2719.62
step.max=1162 | t_sim.max=0.0002905 | t_step.max=1.09566 | min_pressure=25.8699 | max_pressure=480.011 | min_temperature=112.602 | max_temperature=459.141 | memory_usage.max=2719.62
step.max=1163 | t_sim.max=0.00029075 | t_step.max=1.0952 | min_pressure=32.2917 | max_pressure=480.006 | min_temperature=131.428 | max_temperature=459.14 | memory_usage.max=2719.62
step.max=1164 | t_sim.max=0.000291 | t_step.max=1.09522 | min_pressure=53.5536 | max_pressure=480 | min_temperature=189.572 | max_temperature=459.139 | memory_usage.max=2719.62
step.max=1165 | t_sim.max=0.00029125 | t_step.max=1.0956 | min_pressure=87.2971 | max_pressure=479.995 | min_temperature=253.675 | max_temperature=459.137 | memory_usage.max=2723.56
step.max=1166 | t_sim.max=0.0002915 | t_step.max=1.09599 | min_pressure=74.5868 | max_pressure=479.99 | min_temperature=261.713 | max_temperature=459.136 | memory_usage.max=2723.56
